timestamp,input_text,predicted_label,predicted_prob,user_label
2025-11-28T14:49:18.261097,New study proves that drinking coffee cures diabetes.,uncertain,0.5000,fake
2025-11-28T15:05:20.859687,duterte is dead in the icc,real,0.5000,fake
2025-11-28T16:03:19.946294,mindanao has no internet,real,1.0000,fake
2025-11-29T13:04:36.646485,"apan recently recounted its islands — and found 7,000 more than anyone realized 🌊.
A new digital survey by the Geospatial Information Authority of Japan identified 14,125 islands, more than double the long-used count of 6,852 from a 1987 Coast Guard report.

The difference isn’t new land. It’s better tech. High-resolution satellite imaging and advanced mapping software can now spot and measure small landmasses that older surveys either missed or lumped together 🛰️.
2025-12-03T16:44:58.530064,"Iminungkahi ng senador sa LTO na marehistro ang mga e-trike at magkaroon ng special driver’s license bago maibiyahe sa mga lansangan.

Tingnan ang link sa aming bio para sa buong ulat.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:45:30.637480,"Filipinos definitely didn't ""forget"" Skusta Clee this year as his hit ""Kalimutan Ka"" emerged as the most-viewed music video on YouTube Philippines for 2025.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:45:46.157197,"Filipinos definitely didn't ""forget"" Skusta Clee this year as his hit ""Kalimutan Ka"" emerged as the most-viewed music video on YouTube Philippines for 2025.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:46:38.329645,"alaysia's transport ministry said Wednesday that the deep-sea hunt for Malaysia Airlines Flight 370 will resume Dec. 30, renewing hopes of finally locating the jet that vanished without a trace more than a decade ago.

The Boeing 777 plane disappeared from radar shortly after taking off on March 8, 2014, carrying 239 people, mostly Chinese nationals, on a flight from Malaysia’s capital, Kuala Lumpur, to Beijing.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:46:49.396159,"alaysia's transport ministry said Wednesday that the deep-sea hunt for Malaysia Airlines Flight 370 will resume Dec. 30, renewing hopes of finally locating the jet that vanished without a trace more than a decade ago.

The Boeing 777 plane disappeared from radar shortly after taking off on March 8, 2014, carrying 239 people, mostly Chinese nationals, on a flight from Malaysia’s capital, Kuala Lumpur, to Beijing.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:47:58.831054,"Tila nagkatotoo umano ang paalala ng feng shui expert sa aktres na si Kim Chiu, na nito lamang Martes ay nagsampa ng reklamong qualified theft laban sa kanyang kapatid na si Lakam.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:48:02.788086,"Tila nagkatotoo umano ang paalala ng feng shui expert sa aktres na si Kim Chiu, na nito lamang Martes ay nagsampa ng reklamong qualified theft laban sa kanyang kapatid na si Lakam.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:48:21.373787,"President Donald Trump will hold a meeting at the White House on Monday evening about next steps on Venezuela, sources familiar with the matter told CNN, as the administration intensifies its pressure campaign on the country.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:48:33.395523,"President Donald Trump will hold a meeting at the White House on Monday evening about next steps on Venezuela, sources familiar with the matter told CNN, as the administration intensifies its pressure campaign on the country.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:48:55.115713,"President Donald Trump will hold a meeting at the White House on Monday evening about next steps on Venezuela, sources familiar with the matter told CNN, as the administration intensifies its pressure campaign on the country.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:48:57.232449,"President Donald Trump will hold a meeting at the White House on Monday evening about next steps on Venezuela, sources familiar with the matter told CNN, as the administration intensifies its pressure campaign on the country.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:52:42.662154,Former Bamban Mayor Alice Guo is expected to be transferred to the Mandaluyong Correctional Facility this week. This crucial step marks a significant progression in the legal proceedings surrounding her high-profile case.,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:52:48.594509,Former Bamban Mayor Alice Guo is expected to be transferred to the Mandaluyong Correctional Facility this week. This crucial step marks a significant progression in the legal proceedings surrounding her high-profile case.,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:53:12.779783,"The P3.9-million worth of “laptops” listed at the Office of the Vice President’s (OVP) annual audit report in 2024 were actually donated photocopiers and a desktop computer, which the OVP said happened following an “oversight in description.”",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:53:18.615899,"The P3.9-million worth of “laptops” listed at the Office of the Vice President’s (OVP) annual audit report in 2024 were actually donated photocopiers and a desktop computer, which the OVP said happened following an “oversight in description.”",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:53:43.964841,"May namuong tensiyon sa dalawang matataas na opisyal ng San Pablo City, Laguna matapos umanong hindi aprubahan ng Sangguniang Panlungsod na pinamumunuan ni Vice Mayor Justin Colago ang hiling ng alkaldeng si Najie Gapangada Jr. na P45 milyong budget para sa Noche Buena package.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:53:50.924527,"May namuong tensiyon sa dalawang matataas na opisyal ng San Pablo City, Laguna matapos umanong hindi aprubahan ng Sangguniang Panlungsod na pinamumunuan ni Vice Mayor Justin Colago ang hiling ng alkaldeng si Najie Gapangada Jr. na P45 milyong budget para sa Noche Buena package.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T16:54:07.439716,Duterte is alive,fake,0.8500,authoritative fact-check indicates false
2025-12-03T16:54:13.826395,Duterte is alive,fake,0.8500,authoritative fact-check indicates false
2025-12-03T16:54:36.923149,"Inanunsiyo ni Pangulong Ferdinand Marcos, Jr. ang taas-sahod para sa mga military at uniformed personnel na unang ilalabas sa Enero 2026.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:54:48.549691,"Inanunsiyo ni Pangulong Ferdinand Marcos, Jr. ang taas-sahod para sa mga military at uniformed personnel na unang ilalabas sa Enero 2026.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:59:23.839398,The NBI's search of former Rep. Zaldy Co's luxury condo units in BGC yields key documents related to the flood control project anomalies.,real,0.1000,model predicts real (p<=0.15)
2025-12-03T16:59:37.690484,The NBI's search of former Rep. Zaldy Co's luxury condo units in BGC yields key documents related to the flood control project anomalies.,real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:01:52.761369,"Inanunsiyo ng ICI ang pagsasampa ng panibagong referral sa Ombudsman laban sa mga personalidad na posibleng sangkot sa katiwalian kabilang sina ex-DPWH Sec. Manuel Bonoan, Roberto Bernardo, ex-Rep. Zaldy Co, COA commissioner Mario Lipana, Brice Hernandez, at Jaypee Mendoza. | via Johnson Manabat, ABS-CBN News",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:02:03.920178,"Inanunsiyo ng ICI ang pagsasampa ng panibagong referral sa Ombudsman laban sa mga personalidad na posibleng sangkot sa katiwalian kabilang sina ex-DPWH Sec. Manuel Bonoan, Roberto Bernardo, ex-Rep. Zaldy Co, COA commissioner Mario Lipana, Brice Hernandez, at Jaypee Mendoza. | via Johnson Manabat, ABS-CBN News",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:04:15.297294,"Sen. Sherwin Gatchalian is forced take over the budget responsibilities of Sen. Ronald ""Bato"" Dela Rosa, who remains absent from the Senate.

Dela Rosa has been missing in action for nearly a month now.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:04:57.692204,"Sen. Sherwin Gatchalian is forced take over the budget responsibilities of Sen. Ronald ""Bato"" Dela Rosa, who remains absent from the Senate.

Dela Rosa has been missing in action for nearly a month now.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:05:57.201068,"Unfinished bridges and a crucial flood control project in Maasin, Asinan have sparked the anger of DPWH Sec. Vince Dizon. These vital projects that were delayed, have left the community vulnerable and infrastructure goals unmet.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:06:12.634549,"Unfinished bridges and a crucial flood control project in Maasin, Asinan have sparked the anger of DPWH Sec. Vince Dizon. These vital projects that were delayed, have left the community vulnerable and infrastructure goals unmet.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:08:13.558931,Duterte is dead,fake,0.8500,authoritative fact-check indicates false
2025-12-03T17:08:19.185539,Duterte is dead,fake,0.8500,authoritative fact-check indicates false
2025-12-03T17:08:32.813652,Duterte is alive,fake,0.8500,authoritative fact-check indicates false
2025-12-03T17:08:38.203006,Duterte is alive,fake,0.8500,authoritative fact-check indicates false
2025-12-03T17:10:48.711292,The Philippine government will remove the ‘13th month pay’ starting next year,real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:10:54.129055,The Philippine government will remove the ‘13th month pay’ starting next year,real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:12:00.269383,"President Marcos ordered yesterday a base pay low for military and uniformed personnel, to be implemented in three tranches beginning next year.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:12:06.224940,"President Marcos ordered yesterday a base pay low for military and uniformed personnel, to be implemented in three tranches beginning next year.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:12:47.006890,President Marcos delayed 13th month pay,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T17:12:53.995821,President Marcos delayed 13th month pay,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T17:23:53.114086,President Marcos announces holiday,real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:39:33.578168,"The Independent Commission for Infrastructure (ICI) has approved the request of Rep. Roman Romulo for an executive session.

His legal counsel explained that livestreaming of the hearing could put the life and safety of her client in danger.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-03T17:39:57.178026,"The University of the Philippines secured its fifth consecutive Finals appearance after narrowly escaping UST, 82-81, in a heart-stopping UAAP Final Four showdown.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:41:30.576763,"The University of the Philippines secured its fifth consecutive Finals appearance after narrowly escaping UST, 82-81, in a heart-stopping UAAP Final Four showdown.",real,0.1000,model predicts real (p<=0.15)
2025-12-03T17:43:34.936173,Duterte is alive in ICC,fake,0.8500,authoritative fact-check indicates false
2025-12-04T00:15:47.873442,Today is a holiday,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:16:27.080977,President Bongbong Marcos increases the sallary,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:17:11.453505,President Bongbong Marcos increases the sallary,fake,0.9800,model predicts fake (p>=0.2113)
2025-12-04T00:17:44.042885,President Bongbong Marcos increases the sallary,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:19:20.478428,"Nagkaroon ng minor eruption ang Bulkang Taal ngayong Huwebes ng madaling araw, December 4, 2025, ayon sa Phivolcs.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:20:01.904536,"Police Regional Office 3 has arrested 1,077 drug personalities and confiscated ₱25.3 million worth of illegal drugs in 724 anti-drug operations conducted from Nov. 1 to 30, says Central Luzon top cop PBGen. Ponce Rogelio Peñones.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:20:27.464459,"Inaasahan ang katamtaman hanggang sa malakas na pag-ulan na may kasamang kidlat at malakas na hangin sa ilang lugar sa Bataan sa susunod na dalawang oras, ayon sa inilabas na thunderstorm advisory ng PAGASA kaninang 7:42 p.m., Miyerkules, Disyembre 3, 2025. #WeatherPatrol",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:20:55.974565,"ANIM NA KUMPANYANG PINOY PASOK SA FORTUNE’S LIST

Pasok sa listahan ng Fortune's 100 Best Companies to Work for in Southeast Asia ang anim na kumpanyang nakabase sa Pilipinas.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:22:04.271209,"ANIM NA KUMPANYANG PINOY PASOK SA FORTUNE’S LIST

Pasok sa listahan ng Fortune's 100 Best Companies to Work for in Southeast Asia ang anim na kumpanyang nakabase sa Pilipinas.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:22:26.980998,"LPA UPDATE 8AM, December 3, 2025

The low pressure area east of the country remains outside the Philippine area of responsibility but is now close to its eastern border.

It has high potential for storm formation within the next 24 hours, according to PAGASA.

At 8 a.m. Wednesday, it was located 1,190 km east of Southeastern Luzon.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:24:18.881172,"UPDATE: The Land Transportation Franchising and Regulatory Board says it is studying the possibility of implementing performance-based pricing for public utility vehicles.

""Kung i-akyat natin ang pamasahe, kailangan may makita ang ating mananakay dun naman sa serbisyo. We are not only looking for cost recovery,"" said LTFRB chief Vigor Mendoza. | via Izzy Lee, ABS-CBN News",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:24:53.336111,"Kabilang si dating senador Bong Revilla, Jr. sa mga pinakakasuhan ng ICI sa Ombudsman. Sabi ni Chairman Andres Reyes, kabilang sa rekomendasyon nito ang pahahain ng plunder case, direct or indirect bribery, at corruption of public officials.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:26:06.646574,"Kabilang si dating senador Bong Revilla, Jr. sa mga pinakakasuhan ng ICI sa Ombudsman. Sabi ni Chairman Andres Reyes, kabilang sa rekomendasyon nito ang pahahain ng plunder case, direct or indirect bribery, at corruption of public officials.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:27:27.475229,"Indonesia tops the list of the world’s friendliest countries in 2025, according to the Expat Insider Survey. Its warm hospitality, everyday kindness, and culturally rooted openness make visitors and expatriates feel immediately welcomed. Colombia and Mexico follow in second and third place, each known for their vibrant cultures and strong sense of community.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:37:39.474455,"Saudi Arabia will introduce electronic e-bracelets for all Hajj pilgrims to improve safety and organisation after the tragic 2015 stampede that killed hundreds. The bracelets will store key personal, medical, and passport information, helping authorities identify and assist worshippers quickly.

they will also provide prayer timings, multilingual guidance, and GPS tracking. Nearly 1,000 new surveillance cameras have been installed at the Grand Mosque, monitored by special forces to manage crowds.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:38:16.782933,"TURNING OFF THE ENGINES 🚗

After five unforgettable years and a historic run that crowned them as the first-ever professional champions of the PVL, the Chery Tiggo Crossovers are set to file a leave of absence from the league.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:38:50.433741,"After five unforgettable years and a historic run that crowned them as the first-ever professional champions of the PVL, the Chery Tiggo Crossovers are set to file a leave of absence from the league.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:39:36.622318,"Despite earlier statements that she will avail herself of private services for her security, Vice President Sara Duterte currently maintains a total of 335 security personnel from the government, some of whom also accompany her in trips abroad, according to a report by the Commission on Audit (COA) on the agency’s spending in 2024.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:40:39.399110,"Three high-value individuals (HVIs) were arrested in Daet, Camarines Norte on Wednesday, Dec. 3, after authorities seized around 3 kilos of suspected shabu worth P20.4 million in an operation led by the Camarines Norte Police Drug Enforcement Unit and PDEA-Bicol.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:42:24.394957,"MGA TUMUTOL SA PAGSUSPENDE KAY REP. BARZAGA

Limang kongresista ang hindi sumang-ayon sa rekomendasyon ng House Committee on Ethics and Privileges na patawan ng 60-day suspension si Cavite 4th District Rep. Kiko Barzaga.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T00:43:59.794137,"Dead on the spot ang isang babae matapos barilin ng lalaking inalok umano niya ng shabu sa Barangay Cupang, Antipolo City, nitong Miyerkules ng madaling araw.

Ayon sa pulisya, nagalit ang suspek matapos umano siyang pagmumurahin ng babae nang tumanggi itong bilhin ang ilegal na droga.

Pero walang narekober na shabu sa crime scene.

Naaresto na ang suspek na nahaharap sa reklamong murder.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T00:44:28.667717,"The death toll in the floods which struck Indonesia last week has now climbed to 631 on Tuesday, with rescue workers still battling to reach affected areas. The floods, which were caused by a rare cyclone that had formed over the Malacca Strait, have hit three provinces and impacted some 1.5 million people, according to the government's disaster agency.v",real,0.1000,model predicts real (p<=0.15)
2025-12-04T01:03:53.520082,"The death toll in the floods which struck Indonesia last week has now climbed to 631 on Tuesday, with rescue workers still battling to reach affected areas. The floods, which were caused by a rare cyclone that had formed over the Malacca Strait, have hit three provinces and impacted some 1.5 million people, according to the government's disaster agency.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:04:17.703730,"abscbnnews
“Makamit natin ang hustisya.”

Ito ang Christmas wish ni acting PNP chief Lt. Gen. Jose Melencio Nartatez Jr. sa gitna ng imbestigasyon ng maanomalyang flood control projects sa bansa.

Hiling niya na maaresto na ang lahat ng mga sangkot para mapanagot sa batas.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T01:05:52.308129,"Sa ikalawang araw ng NBI inspection sa condo ni dating Ako Bicol Rep. Zaldy Co, iilang NBI agents na lang ang pinayagang makapasok para mangalap ng ebidensya.

Kasama ng NBI sa inspeksyon ang dalawang kawani ng Makati RTC at dalawang representante ng Philippine Competition Commission.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:06:26.851358,"“Ang babaw nun, napaka babaw, hindi naman pumatay ‘yung anak ko para patayin mo siya.”

Patay ang isang 22-anyos na babae matapos barilin mula sa likod ng isang lalaki habang naglalakad sa kalsada sa Barangay Cupang, Antipolo City, Miyerkules ng madaling draw, December 3, 2025.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:07:17.966051,"“Ang babaw nun, napaka babaw, hindi naman pumatay ‘yung anak ko para patayin mo siya.”

Patay ang isang 22-anyos na babae matapos barilin mula sa likod ng isang lalaki habang naglalakad sa kalsada sa Barangay Cupang, Antipolo City, Miyerkules ng madaling draw, December 3, 2025.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:07:50.693769,"Thai pageant executive Nawat Itsaragrisil filed a criminal complaint against Miss Universe 2025 Fatima Bosch to counter her ""false"" claims that he called her a ""dumbhead"" during their heated confrontation at an orientation event.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:08:26.105330,"Despite earlier statements that she will avail herself of private services for her security, Vice President Sara Duterte currently maintains a total of 335 security personnel from the government, some of whom also accompany her in trips abroad, according to a report by the Commission on Audit (COA) on the agency’s spending in 2024",real,0.1000,model predicts real (p<=0.15)
2025-12-04T01:11:53.418895,"The UAE’s announcement of a two-day public holiday for Eid Al Etihad on December 1 and 2 has brought excitement to families across the country. With the long weekend approaching, many residents are considering turning it into an extended winter getaway. This has revived a common question among parents — whether students can end the school term a few days earlier.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:22:08.760980,Balikan ang naging takbo ng kaso ng pagpatay kay Christine Lee Silawan sa Lapu-Lapu City.,fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T01:22:54.258103,"Despite earlier statements that she will avail herself of private services for her security, Vice President Sara Duterte currently maintains a total of 335 security personnel from the government, some of whom also accompany her in trips abroad, according to a report by the Commission on Audit (COA) on the agency’s spending in 2024.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T01:23:10.110707,"Despite earlier statements that she will avail herself of private services for her security, Vice President Sara Duterte currently maintains a total of 335 security personnel from the government, some of whom also accompany her in trips abroad, according to a report by the Commission on Audit (COA) on the agency’s spending in 2024.",real,0.1000,model predicts real (p<=0.15)
2025-12-04T03:04:40.731601,"noong 2009, isinailalim sa martial law ang Maguindanao kasunod ng brutal na pagpatay sa 58, kabilang na ang ilang mamamahayag.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T03:05:19.141635,The Independent Commission for Infrastructure (ICI) recommended to the Office of the Ombudsman the filing of charges against former Sen. Ramon “Bong” Revilla Jr. and nine others over their alleged role in anomalous flood control projects.,real,0.1000,model predicts real (p<=0.15)
2025-12-04T03:08:59.039779,Former President Rodrigo Dutere is dead,fake,0.9800,model predicts fake (p>=0.2113)
2025-12-04T03:10:01.615935,"Over 9,000 PNP personnel have been dismissed as part of the agency's intensified internal cleansing efforts from July 2016 to Nov. 26, 2025, according to the latest report of the Directorate for Personnel and Records Management.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-04T03:11:12.271138,"Dismissed Bamban, Tarlac mayor Alice Guo has completed her medical and laboratory examinations inside the Pasig City Jail, the Bureau of Jail Management and Penology confirmed Thursday.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T05:29:19.250055,"On this day in 2005, the Philippines became the 23rd Southeast Asian Games overall champion with a 113-84-94 gold-silver-bronze medal haul.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T05:29:47.882692,"There were no findings of loss or wastage of government funds or property.""

Ito ang komento ng Office of the Vice President matapos ilabas ng COA ang 2024 audit nito sa budget nila",real,0.1000,model predicts real (p<=0.15)
2025-12-05T05:30:44.431994,"UPDATE: Police Regional Office 3 (PRO3) relieves cops linked to ₱14-M robbery in Bgy. Sta. Cruz, Porac, Pampanga.

A Special Investigation Task Group has also been activated to conduct an in-depth probe, secure evidence, validate timelines, and review all relevant information to build a solid case and ensure full accountability, it said in a statement.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T06:14:55.747988,"UPDATE: Police Regional Office 3 (PRO3) relieves cops linked to ₱14-M robbery in Bgy. Sta. Cruz, Porac, Pampanga.

A Special Investigation Task Group has also been activated to conduct an in-depth probe, secure evidence, validate timelines, and review all relevant information to build a solid case and ensure full accountability, it said in a statement.

PRO3 said police personnel initially linked to the incident have been relieved from their posts as part of standard procedure while the investigation is underway.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:16:00.063390,"UPDATE: Police Regional Office 3 (PRO3) relieves cops linked to ₱14-M robbery in Bgy. Sta. Cruz, Porac, Pampanga.

A Special Investigation Task Group has also been activated to conduct an in-depth probe, secure evidence, validate timelines, and review all relevant information to build a solid case and ensure full accountability, it said in a statement.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:17:53.023647,"UPDATE: Police Regional Office 3 (PRO3) relieves cops linked to ₱14-M robbery in Bgy. Sta. Cruz, Porac, Pampanga.

A Special Investigation Task Group has also been activated to conduct an in-depth probe, secure evidence, validate timelines, and review all relevant information to build a solid case and ensure full accountability, it said in a statement.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:29:27.734238,"Nangunguna pa rin si Vice President Sara Duterte sa mga survey para sa 2028 presidential race, ayon sa political scientist na si Dr. Julio Teehankee",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:34:05.326464,"The nine remaining Filipino seafarers held captive by Houthi rebels in Yemen have safely returned to the country Thursday night, December 4.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:34:23.902704,Transport group Manibela on Thursday announced that it will stage a three-day transport strike starting December 9 over what it claims is the systematic harassment of public utility vehicle (PUV) drivers by traffic enforcers.,real,0.1000,model predicts real (p<=0.15)
2025-12-05T06:35:53.364591,"Nangunguna pa rin si Vice President Sara Duterte sa mga survey para sa 2028 presidential race, ayon sa political scientist na si Dr. Julio Teehankee.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:36:30.704606,"There were no findings of loss or wastage of government funds or property.""

Ito ang komento ng Office of the Vice President matapos ilabas ng COA ang 2024 audit nito sa budget nila.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:37:11.146539,"The nine remaining Filipino seafarers held captive by Houthi rebels in Yemen have safely returned to the country Thursday night, December 4.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T06:37:36.257264,"Malversation and falsification charges are set to be filed against Sarah Discaya and St. Timothy Construction officials in connection with the P100-M Davao Occidental ""ghost project,"" according to President Marcos Jr.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T06:54:05.852727,"Malversation and falsification charges are set to be filed against Sarah Discaya and St. Timothy Construction officials in connection with the P100-M Davao Occidental ""ghost project,"" according to President Marcos Jr.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T06:54:19.252687,"Malversation and falsification charges are set to be filed against Sarah Discaya and St. Timothy Construction officials in connection with the P100-M Davao Occidental ""ghost project,"" according to President Marcos Jr.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T06:58:26.736275,"Malversation and falsification charges are set to be filed against Sarah Discaya and St. Timothy Construction officials in connection with the P100-M Davao Occidental ""ghost project,"" according to President Marcos Jr.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T07:01:49.235074,"House of Representatives Majority Leader Sandro Marcos appeared before the Independent Commission for Infrastructure (ICI), but requested a closed-door meeting just like all of the previous resource persons who testified in the body previously.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-05T07:02:30.140468,The Supreme Court (SC) has allowed the re-entry of the Office of the Solicitor General (OSG) as counsel for the executive branch in cases regarding the question of the legality of the arrest of former President Rodrigo Duterte and the jurisdiction of the International Criminal Court (ICC) despite withdrawal of membership.,real,0.1000,model predicts real (p<=0.15)
2025-12-05T07:05:33.327016,"“Our focus remains on locating and arresting Zaldy Co using all legal means available”

The PNP is ready to support a possible government-issued reward that would help fast-track the arrest of former Ako Bicol party-list representative Zaldy Co, who is still at large and currently facing corruption and malversation charges.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T07:20:03.903394,"Our focus remains on locating and arresting Zaldy Co using all legal means available”

The PNP is ready to support a possible government-issued reward that would help fast-track the arrest of former Ako Bicol party-list representative Zaldy Co, who is still at large and currently facing corruption and malversation charges.",real,0.1000,model predicts real (p<=0.15)
2025-12-05T07:49:42.366199,"“Our focus remains on locating and arresting Zaldy Co using all legal means available”

The PNP is ready to support a possible government-issued reward that would help fast-track the arrest of former Ako Bicol party-list representative Zaldy Co, who is still at large and currently facing corruption and malversation charges.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T08:59:10.849534,"Filipino engineer and technology entrepreneur Dado Banatao, dubbed the father of the Philippine semiconductor industry, has died at the age of 79.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T08:59:44.274238,"Vice President Sara Duterte refused to confirm or deny whether she visited former Negros Oriental Rep. Arnolfo “Arnie” Teves Jr. at the Bureau of Jail Management and Penology (BJMP) facility in Camp Bagong Diwa, Taguig City.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T09:00:19.486879,"Nagkaproblema sa supply ng kuryente kaninang 6:45 a.m. sa Passenger Terminal Building ng Batangas Port.

Maraming pasahero ang nagreklamo dahil sa mainit na sitwasyon matapos hindi gumana ang mga aircon. Nawalan din ng suplay ng tubig.

Ayon kay Aurora Mendoza, port manager ng PPA Batangas, back to normal na kaninang 12:00 ng tanghali ang supply ng kuryente.",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T09:00:51.858596,"Private citizen Barry Tayam has asked the Supreme Court to review the decision of Comelec’s Political Finance and Affairs Department, which cleared Senator Francis Escudero of liability, stating that the P30 million donation from government contractor Lawrence Lubiano in the 2022 elections did not violate the Omnibus Election",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T09:01:14.157242,A security guard who shot dead two of his colleagues in Quezon City told the police on Thursday that he did it due to workplace “bullying” that had tormented him for quite some time.,real,0.1000,model predicts real (p<=0.15)
2025-12-26T09:02:58.338786,"Pope Leo has decried conditions ‍for Palestinians in ‍Gaza in his first Christmas sermon as pontiff, in an unusually direct appeal during what is normally a solemn, spiritual service on the day Christians across the globe celebrate the birth of Jesus Christ.⁠",fake,0.8500,model predicts fake (p>=0.2113)
2025-12-26T09:03:19.549475,"One person died due to stray bullets while 47 were injured by firecrackers days ahead of New Year’s Eve, the Philippine National Police (PNP) said in its first casualty bulletin published on Friday.",real,0.1000,model predicts real (p<=0.15)
2025-12-26T10:29:06.092232,"Ilang buwan matapos pumutok ang balita sa maanomalyang flood control projects, bumaba ang trust rating ni Pangulong Ferdinand Marcos Jr. habang tumaas naman kay Vice President Sara Duterte sa pinakahuling SWS survey.",real,0.1000,model predicts real (p<=0.15)
